reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOH996z3fIZLEwuXeC3R6pemGFCc7IlkLt7gBuaZ9YZEjvVF1wA9_759ZBUmW2WUmr3GUeF2ZqMNvYAsr6k,Horror Vacui,https://play-lh.googleusercontent.com/a-/AOh14GhOJXfwcB4ZMfOqFUAiXhgPs5MN8wpKUwiH9FBpXw,"Not bad but it's annoying that if you want to open a new account and supply your birthdate there is no type option you have to flick through all the months and years, imagine being 80 opening an account and having to scroll through 80 lots of 12 months? I had enough annoyance and I'm only 35. On a good note I do like that you can make Savings goals and it tells you the progress percentage, makes saving money more fun",3,14,4.28.0.0101,2020-11-03 12:36:58,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOE1woeRuHGW7JMZ1ukrZEcixnsi_i9ze61C0kSxPGDXcfNPLKzQLead47WrA1cYu-5TNMC94ntlgcnZca8,Proto,https://play-lh.googleusercontent.com/a-/AOh14GiQyWgx2TSYkLgoMfIJhtEqjm632YmA9McXEmRFqw,Does the job but it's pretty basic. You look at other apps like comm bank and westpac. Their have all their apps in one. Here with ANZ they have two seoerste apps for their Android Paypass. Seems silly to me. Why not pack it all into one app instead.,3,10,4.9.0.0206,2018-11-22 21:58:29,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOESx7I9-37dyzE8YsF_QOCM3stgRXdTUdtehSuhqOJt2bPJEZBv1u_S9FpDt0yj8w2RbABuWRr_NbwyqJI,Prats Raul,https://play-lh.googleusercontent.com/a-/AOh14Gi2BeUPJUVkxWEjFligbbEXnZZAdodBe2O-9w0iCQ,"This app is good to use overall however, for some reason, ANZ does not provide a widget which is so disappointing considering that both commbank app and NAB app have widgets to check balance. This app deserves a five but because of the no widget feature, I give it three stars.",3,0,4.17.0.0264,2019-08-16 11:27:59,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGiZmHpdnZ8auEeDQlK41Znq-ejZcQ4TuTZfy96S4nXEweI6xr_PnjDfxUr0jBVEKTV-8wO7WN_ezeNdVs,Jacob Muir,https://play-lh.googleusercontent.com/a/AATXAJy4itlF9fC6Omi7KUVY6AC5y-BBwK-aRS_MtiE2=mo,"sometimes stops working and that needs to be fixed before I can give you the amazing 4 stars. I was stuck at a reject shop trying to buy a cheap container and the app stopped working. Garry the mantis needed that container, now Garry the mantis is forever lost and so is your 5th star.",3,1,,2019-02-28 10:35:34,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGtLoAqDwZGcSySNx3mFXvba1msOIbOL7YEp2S6peoLKFFtwgl1i3B4HtZ3Gq0kpJ6CRjMmzLxBTKMbBzw,E L,https://play-lh.googleusercontent.com/a-/AOh14GgFQ3AuY9mjZRF9WfLYwd2nuGfvQLgkHAw2vXvUW3M,"I get a white screen stating something went wrong, more frequently.",3,0,,2021-05-01 17:15:07,"Hi there, sorry to hear about your experience with the ANZ App. Can you please provide these details to mobile@anz.com so we can assist you: Mobile Number, Device type - Brand/Model, Operating system, screenshots of error messages (mask personal information), steps to replicate error and a copy of review for reference. Thanks, Aly @ ANZ App",2021-05-07 13:06:59,most_relevant,com.anz.android.gomoney
gp:AOqpTOHaHhjOyQiUPyhrI60Yt8Kvmxh7UQxlFSV1o81AgQl-KBmtKJ48DZs-elmlXn84_lBgavDBm0abtRwXbM0,Ingrid Farr,https://play-lh.googleusercontent.com/a/AATXAJzhmEdFgMNjIi3hO2qdKrLu8IJh3CX7CpXV6rHj=mo,"Basic app without much functionality. I find it frustrating to use, especially compared to competitors banking apps. If you want to do anything more complex than view account balances or pay someone, then use their web page.",3,8,4.19.0.0056,2019-10-02 06:49:11,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHcvOWJiPJWxw5WsKzcvNivd91dWTDYW-tlSxN0WfMfMvFKfWsYkBEHp2UdlRWEG17dmc3YafCiGNmYJjI,Anthony Bennett,https://play-lh.googleusercontent.com/a-/AOh14GgcmmdrnESXgN8QGkaDpBqMzGJdqimFYL5yWPuAAQ,Rudimentary compared to other banking apps. 'Spendi' is insipid. No ability to do delayed payments. No analysis and reporting on how and where I spend (sorting by merchant is NOT analysis). All new features seem to on stuff that benefits the bank (easier to apply for Blah) that customers.,3,4,4.28.0.0101,2020-10-28 16:06:39,"Hi Anthony,

Thank you for taking the time to provide feedback. In our latest version of the ANZ App (4.27.0) we've released a feature that allows you to view your credit card transactions by merchant or category.

I hope you find this feature helpful.

Regards,
Georgie @ ANZ App",2020-09-09 17:49:42,most_relevant,com.anz.android.gomoney
gp:AOqpTOHKy_kjHINrGjYnAPc8bOccGxHdNs76Xu1i2uzMT4Z4AYtzECSjbcRCfR_CWDvxq0ZfnDRI2oyQYDStPTc,Brendan Backhaus,https://play-lh.googleusercontent.com/a-/AOh14GihHNnGgj_pRwTf9o5Vxy46A1DSB1tX1BzblzUa,Login with this app is not so great. Uses a 4 digit pin not using a separate password like other banking apps that I know of. Not so happy to call just to unlock my account or set a new 4 digit pin which I prefer using a 6-12 character password instead.,3,2,4.7.0.0181,2018-09-18 16:28:04,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOH1h-hW0u_yegyOsH-ExF4_kEiqMVOjDyI1gr0RbYxMCyeF6VoYANrAqZHccAhIGeuziYxFX0yUnwLTqpc,Peter Shamoon,https://play-lh.googleusercontent.com/a-/AOh14GhqWOBge1rfXCTEg6PxVjSAEa18SwS07UT8TZBdjA,"It's a nice clean app. But when you receive a credit card statement, you should be able to AUTOMATICALLY have a reminder set in your calendar set days before it's due. I know that you can manually set the reminder when you receive your bill, but this needs to be done every single time a bill is due. CBA and St George allow you to set your own reminder or even receive a sms notification. In the ANZ app, you should be able to select a reminder once. Or the SMS notification to be set in the app",3,23,4.28.0.0101,2020-11-04 02:35:06,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOH2Vqp1Cd7sgZhG3rUilycEwSHgVawXMR8n1ODnUyoeAo0A5S1B4bxSUtwxDuaaIflbAJlmMfZPtq_sOxc,Megsie Cass,https://play-lh.googleusercontent.com/a-/AOh14Giyb6CrQqikIsA5rwuCp8xwEuTf-Y9PtqH174g9,"Android phone - after using app you need to close the page with the lll symbol otherwise when u go to open pages it displays the last page on the ANZ app you were on like a snap shot. Meaning my acount balances are visible In the open app pages, even a considerable time later. On an iPhone this page turns blue and logs you out after a short time. Hope that makes sense.",3,0,,2019-12-15 17:55:16,"Hi Megsie,

Thanks for your feedback. Can you please provide the following details to mobile@anz.com so we can assist you:

• Mobile number
• Device model
• Operating system
• Relevant screenshots
• Steps to replicate the scenario

Regards,
Georgie @ ANZ App",2019-12-20 05:43:24,most_relevant,com.anz.android.gomoney
gp:AOqpTOFiFZaWFF6GCK_txjuJ3LoAOZ8ObW05JL8Ih66XxJwsSyaOgM_8ln26shesBM6UhglDPj47nvoj45XWdew,Elis,https://play-lh.googleusercontent.com/a-/AOh14Ghlo3gzmanYY-Rrnu7kEbgy9fVCjEkK6mGd6NtQCw,Why isn't the apple and android app the same. I feel like you can do and see so much more on the apple app. Like I can go into my super and see my insurance and other little things. You cant do anything on android,3,0,4.7.0.0198,2018-11-10 07:18:25,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOG9X4xZeEq3JxJr4CzC0U-2zsJQmRjl_cNiHG859q11JsrxthrUnGwNZDtDxG8_aLVtwxaDJhclqs6GOWs,Renee Baker,https://play-lh.googleusercontent.com/a/AATXAJyK2nBOHI0LaMebBxhLneftRTizC2CeGZV57Nuc9w=mo,"Love this app, have used it for the last 8 years. App hasn't worked for the last week or so though, which is really frustrating at this time of year. I can still log in to my account online. Hopefully this glitch is fixed asap and I can change this to 5 stars",3,11,4.30.0.0110,2020-12-18 00:56:17,"Hi Renee,

Thanks for providing feedback about the ANZ App. Please provide the below details to mobile@anz.com so we can assist you:

•Mobile number
•Device type - Brand/Model
•Operating system
•IP Address (visit whatsmyip.org)
•Screenshots of any error message (mask personal information)
•Copy of this review for reference

Thanks
Georgie @ ANZ App",2020-12-18 05:11:07,most_relevant,com.anz.android.gomoney
gp:AOqpTOFTzj8wJ3OTFzdjrpk3k0YtrWkgq_6gxKhjvuqSQT_Pkx2iXygstkPj-vyYLn8wLMgPdSTX0XNGrk7JZnU,Tony John,https://play-lh.googleusercontent.com/a/AATXAJybIhyFqFNt3UsVQeUnh15mzHARi4wjooYgCA7_=mo,"Neat app. Unfortunately doesn't show time of time transactions, which is so valuable to identify transactions. I don't understand why only CommBank and the new neo banks have ability to show time of transaction. Also, no ability to schedule bill payments, which is a shame.",3,21,4.22.0.0056,2020-03-10 16:53:56,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOEkuTXAcWUI3IB_POQrhllTrUCsONEOLhi7uazi4YPuls3hGrdztAnFhH1EVm-1GE9QKmzmECBOLopA-4s,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,New version. Doesnt ask for pin when multitasking back. If you forget to close app it stayd running and doesnt ask for pin. Previous versions did have this problem. Also the multitasking card shows the running app so your balance is displayed. Please fix!,3,0,,2018-12-22 06:54:41,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOFtOiIJYNqkbm116CVectO2_KEI4i-sOyP9W4QlQfGBEx1lDceNRy5yhiU7zAMB6IDPJlOT-W7ISiNhjPQ,Rob Gibbons,https://play-lh.googleusercontent.com/a/AATXAJwS6t3gyc_M9FjFcIhV6KTQhkGwMRoW7QueTSfL=mo,"App stops working after pay anyone most times. After that , cannot get the receipt copy of transaction that I want. You then have log back in to get a generic copy of transaction.Fix this and it might be worth a 5.",3,2,4.7.0.0198,2018-10-18 04:17:09,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOFVmKK_MZXfS6PnDsDJFmqljbhZFtiQFkxe5ZU99VZvr-ktJ7qFZ-JauRABOo9gTr7_BKE9u8uhSW9lG2o,D I,https://play-lh.googleusercontent.com/a/AATXAJxv5K1IHKlsGgZtTG1PdDN7OT4kt2yPGwYginiw=mo,"This app would be better if there are options to change each account listing on the main summery screen to show the ""available"" amount and not ""current"" amount, because ""available"" amount is what is actually available to be used.",3,7,4.14.0.0248,2019-05-31 07:22:31,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOFSbJNK9F8ZgC8lJykBpvC4f3B_UnPHCZzrLbY_9zAIKlrddfisv1hrEEx6DjpkUAWdEVAKWPhz8bpkzWI,Miranti Darmawan,https://play-lh.googleusercontent.com/a-/AOh14GjqHthyz071KxOYVmMMo1ASOxG41g9ijQ--pDD5Xg,"Please develop further where user could see their transaction history in detail including the notes or description that had been written to pay someone. After done paying someone with notes written, I can't see the notes at outgoing transaction history. It will be great if users could always view that notes as a reminder what payment have they made.",3,0,4.9.0.0206,2018-12-04 09:38:25,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHX_dzjvs41BM5taFgOY5hijGGHzhkWBiEUUa1KfM6h1DguHrF9BSus-KW9Ke1LWoBPGPfmtDh5tR82r0I,Snowee,https://play-lh.googleusercontent.com/a-/AOh14GjMByiFUDewj8515mufaH-rtnQMV-Ide1jmBUOAOg,"There needs to be an option for us to turn off the ""saving for something?"" banner that shows up in the online saver accounts! I do not want to set a goal, and more importantly, the banner covers the last transaction!",3,9,4.22.0.0056,2020-02-26 20:06:50,"Hi Snowee,

Thank you for your feedback.  This change is not far away and will be part of our next release.


Regards,
Georgie @ ANZ App",2020-02-28 12:16:42,most_relevant,com.anz.android.gomoney
gp:AOqpTOEIbNcUuH3ayJGN7Ukm6fBvNPxmGsDRU8b5zEQ_nm7N85rmPmzAfAYm-Mlkkm5KwvXEn0JOD2l-uo5rz1s,Tom Walker,https://play-lh.googleusercontent.com/a-/AOh14Ghs12AazcFK2eiHOpp9AQ-EMGL6-2DsDAJ9AT1vNg,"Works but could be better. Missing so many features - Can't temporarily lock card if lost, no integrated pay system to save carrying cards around. Can't pay to phone number on some accounts.",3,0,4.17.0.0264,2019-10-01 02:24:39,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOFTz1NQ9rMu-SUX0a65vi1dCD0_NpUirV259bxJiIFWpyfN7HVfkdINiLiayFndjPAdOIw7NdDrfxshUAc,Tracy Patterson,https://play-lh.googleusercontent.com/a/AATXAJwslFFvD-G15ZHuVcAkwejVOnyricZkPeOjWkga=mo,Can only do limited things in the app unlike Commbank app. Would be good if you could read bank messages via the app.,3,0,4.30.0.0110,2021-02-08 15:16:28,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGRwHH6bl5geaVjEOVWfnVCombLWf3mpU74M0d04A3b2qScMPTY7fZunKhwUnKVJ-hDP_D0epBBy_fwQwU,Adam Turnbull,https://play-lh.googleusercontent.com/a-/AOh14GiSheg4STycYnlzWYsNOGeL0YbZreZQbU5pKn3ncA,My ANZ app seemed to have stopped working once I left the country for Europe a couple weeks ago and still doesn't load since I've been back in Australia. Tries loading on the blue home screen then goes blank with no option to enter pin. Is this an international security precautionary thing that I need to get it in touch with ANZ about?,3,0,4.10.0.0212,2018-12-16 05:29:36,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOH8CZ6D1Fd-ZmmVPa4qI0Zxf7ZMFyVCpjkyuTa35rqQDKkLTeqPyE8h1B9ntOFSxfmllhacoa6nEwT5QhA,Vijayabaskar Rajagopal,https://play-lh.googleusercontent.com/a-/AOh14GhDTg2-qhSXsCjelG87j74tvPWzFLlVXQsg27tqG9A,"Spendi is a step in the right direction, but daily budgets won't be useful for many. Monthly, quarterly or atleast weekly budgets would be of help.",3,0,4.10.0.0212,2018-12-14 03:20:00,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHcOJONAJiv65lycZCLbuJA5oDgHMTObot-KjGRal6AQzcXwYCjk7YxQ9gl1yKEqpOGkghHqVwdU-Rwk8s,Chris Dawes,https://play-lh.googleusercontent.com/a-/AOh14GiIAQvhie4HdoJhmNTE9KBrTpjcAN-1FMJdtoVFIQ,Works well. Need to combine shield into this... Why it's two apps... Nobody knows.,3,0,3.2.2,2021-04-30 17:46:04,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGMvkiuQus_niNx9euK3ZhClqTO22TwTDDp2hLlfgTwTJw8noYh0p7EEkYLP8wPKwZIX_ZjKu33lUy8Hcs,BitterAlbatross,https://play-lh.googleusercontent.com/a/AATXAJy7UT5JTlyi0H4orFxR9S8gdOMWfeyl6Jm0CRGH=mo,"Mostly good app, but it only allows me to transfer from my access to my saver, and not the other way around, it just never loads, so I have to open online banking on my browser to transfer between accounts.",3,2,4.14.0.0248,2019-05-29 15:10:13,"Hi Bitter Albatross

Sorry to hear about your experience. Can you please email further details to mobile@anz.com so we can better understand your experience.

•Name
•Mobile number
•Device model
•Operating system
•Screenshots of any error message
•Steps to replicate the error
•Does this occur every time or intermittently?

Regards,
Georgie @ANZ App",2019-06-04 07:28:03,most_relevant,com.anz.android.gomoney
gp:AOqpTOG5pdyJYdPJU5j6SmMkvNStw-nVWadB90GtzadZRJYFvuA_jbmSP3YEdh-pWDHgaEMLyV74nypW3piFjQk,Jessica Thompson,https://play-lh.googleusercontent.com/a-/AOh14GjLuquAzBym-KOEnnP9AFmbEGswmZ6_8jPRckPEOg,Convenient app. However wish it showed available funds for my mortgage account. The figure is available to see online banking (desktop version) So if it could be made available to the app too I'm sure many people would appreciate it.,3,2,4.23.0.0060,2020-04-15 16:07:42,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHxK3bdljw3pbb5__ceTkOsqqYvaaL4INg-GzFvr3XzamhgOzIlatdD-vpfnWxQp2HQu3V9ZjCuwcOcAE0,Ian Falk,https://play-lh.googleusercontent.com/a-/AOh14Gi3IYoBjO4Gac9rrDUf3rEyZEXvhWE-avmczT33ag,very limited compared with e.g. the NAB app,3,0,4.33.0.0139,2021-05-01 04:42:36,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHLN-W-3le1QlCAicMssVMH1fAwOlmgyaqU4kDQ5rdeBSramr0utgZaXzPJUEIszbn19KsSkHs5U3VWEvo,San Perroud,https://play-lh.googleusercontent.com/a/AATXAJwWGHZloEU-P_JWMTCgJoCRItJY3KRvtbeu6ngsYyI=mo,"The app is OK. But ANZ can't manage to make my account number work. The app says it's not activated, I ring ANZ and they say it is, they don't know why it is not working. I'm giving up, too much time spent now.",3,0,,2019-08-01 16:32:31,"Sorry to hear about your experience. Please provide the following details to mobile@anz.com, and we'll look into this for you.
•Name
•Mobile number
•Device model
•Operating system
•Screenshots of any error message
•Steps to replicate the error

Regards,

Lana @ ANZ App",2019-08-11 18:18:21,most_relevant,com.anz.android.gomoney
gp:AOqpTOHa6rUjM94QsEpNvRr5Ogy1YQkkSz7N8EHwf89eSNsCMAALa0WT2auFDUKFnUCni7SizvGkf6ShLQ1w5JQ,Neal Woolrich,https://play-lh.googleusercontent.com/a-/AOh14GjOSqO3ELD7HM8as4G_TK1TGJyLkHk-yECrDJTwvQ,"App is ok, but a glaring omission is that you cannot schedule future Bpay payments via the app (you have to log on via the website). Westpac has this function available via its app (I am unaware which other banks do), ANZ should too.",3,4,4.13.0.0237,2019-04-16 17:02:27,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOGNKlPaFt5tAPQo0Au6pqBFL2QJDzL3dOCsR3QNtCeWq3ERGgv7Kjktx1U2QxfHAOwE2MFZLsy0NIi0RVY,Terry Drew,https://play-lh.googleusercontent.com/a-/AOh14Gg2X6Rm_ZluxoGBgc6fiDdMFLdguZWZSNzYETrr,Fingerprint authentication can't be enabled for at least the last 3 updates. Go to setup fingerprint authentication and it requests your pin. Enter the pin and Upon entering the last character a prompt comes up saying lost internet connection.,3,0,4.19.0.0056,2019-10-25 05:13:23,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHdqIvuxQWf6ASvn0e-GIp3zK7qgdKl7qxt0yvxPupCPQT6HD0m6VGT8-20G1iTa6IjGAKeEB06cB9dItA,Timothy Stevens,https://play-lh.googleusercontent.com/a-/AOh14Gje9LXckrsJ05lhnLuiNCaDHNQapwolsay374tM,Spendi is the most useless feature ever. The executive who thought of that must be so out of touch. I pity the team that was put to work on that. Stop playing games and get serious ANZ! We don't want to watch ants dance. We want useful information at our fingertips and fast banking. It's that simple!,3,8,4.10.0.0212,2018-12-13 16:39:30,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOEEvG1MgaBkVE-pGe4bDLM1PkEfa1NUTVW3SgKKVR6PbsJpBI2exJ14JOcpwuC4_DfUQR6ykDh3bfDTPJs,Adrian M,https://play-lh.googleusercontent.com/a-/AOh14Gi8xpcnd_zD1mS5vqObmLK5xO2Xmg-lpPafpziE,"Overall it's not too bad, but I would really like it if I got a notification every time I recieved a deposit into my account. I went into a branch and I asked and I was simply just told NO.",3,1,4.23.1.0062,2020-05-29 20:17:04,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOEnYj36Vxx55kYAM5e3Bb0T3SlTBUBgmHhrZzxmKaylaFG11zIY7A3cTdOxuEnaou00bcLQXJkTzDnAtOU,Hope Nelson,https://play-lh.googleusercontent.com/a-/AOh14GgfDAlhnR8UZ9idfTVrAmgN6W8cip5ZGf7sWo2hcw,"The app is ok for basic banking and viewing transactions, but I regularly have an issue with the transactions not showing for one of my accounts. Very frustrating!",3,7,4.7.0.0198,2018-10-07 03:43:50,"Hi Hope Nelson, we're sorry to hear that you were experiencing issues viewing your transaction history.
If you're still experience issues, please provide your name and mobile number with relevant screenshots to mobile@anz.com, and we'll look into this for you.
Kind regards, Lily @ ANZ App",2018-10-19 09:10:21,most_relevant,com.anz.android.gomoney
gp:AOqpTOFzmeK3xURv9XNUb2vX_xmELEqSQUNtOehZWIT91W0eF_Y0Dief262u-VDBUds9hR9TniyZmDOIX2N3JPI,Luke Howard,https://play-lh.googleusercontent.com/a-/AOh14Gi81jcBkuUC6IqF5Ln_EzKzjxU5DzoxseKUC5GF,I like ANZ browser version but this is a very cut down and featureless app. Unable to view acc details or transfer via PAY ID. i have NAB and CBA and both of these are fully featured. Would be great to see ANZ do more.,3,5,4.16.0.0261,2019-07-09 03:40:09,"Hi Luke

Thanks for your feedback. PayID payments is available in the latest version of the app. To make a PayID payment between eligible accounts with participating financial institutions tap on the Pay icon. You’ll need the recipient’s PayID. This can be a mobile number, email address, ABN/ACN or Organisation ID.

Regards
Georgie@ANZ App",2019-07-07 15:09:06,most_relevant,com.anz.android.gomoney
gp:AOqpTOFBQTWUcVOd8cjoiQsQ9k9Qr21oIk0NxaHNCha6uqVg-nud_yIceXTxs6qWCzDpknS_P_aj-k3GLSi1V-Y,Sarah C,https://play-lh.googleusercontent.com/a/AATXAJxjWsPjwbDgbGUe3EuaQqbzjSi4JjTpAxyLLoYw=mo,"It baffles me that I can't access statement details via the app - apparently have to log on via website just to access amount and date due... Come on ANZ, get with the times!",3,0,4.20.0.0027,2019-11-26 13:01:56,"Hi Sarah,
you should be able to view statements for most accounts via ANZ App, as well as the amount and due date in the Statements tab for the account. Can you please provide a screenshot of the Manage tab of the account in question and your registered mobile number to mobile@anz,com.

Thanks
Liza@ANZ App",2019-11-27 10:48:05,most_relevant,com.anz.android.gomoney
gp:AOqpTOETWmq7_7-ENNrS3Zz3iO7zcyJ17bOvPgSJbeayo2LjpJpxm-MQBuyZAamy8NANYCPu8nBFliJCfpVK5PI,Jesus Gutierrez,https://play-lh.googleusercontent.com/a/AATXAJzOxkv7nVarXonbcw6hufvgxjb7b0aWAyqqwFRZ=mo,I do payments with it. I'm very disappointed when the transactions stopped going to a folder. I cannot set automatic rules. This app is just fine but could be a lot more!,3,1,4.11.0.0224,2019-02-28 09:04:40,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHntV_nPWEjQJW8ku7YxhjRk1aQF7wx1oL_oJ3da1957OEE1OxP9K2LjaX9Qj1B4QNN2n_sPJTnZxa-IbE,Graham Parkin,https://play-lh.googleusercontent.com/a-/AOh14GgcURGrhdhWxqZftK17phpwBDCr7cLc2jeRfgRIAw,"Would be better if print option included, then, one could print out receipts from B - Pay, and, transfers, instead of having to log on to online banking.",3,0,4.23.1.0062,2020-05-24 10:57:03,"Hi Graham,

Thank you for your feedback.  You can share your transaction receipts in the ANZ App. Just tap on the transaction and then tap on the share icon in the to right corner of the screen.

I hope this helps.

Georgie @ ANZ App",2020-05-24 16:46:56,most_relevant,com.anz.android.gomoney
gp:AOqpTOGdjOwI29VXfvN33NUyoEPdGiMtCLGsVr0T_PiqM3T_ztss2ByJkppcPkUDcvQysObfP4X37t1Hq0G0GL4,Kylee Marie,https://play-lh.googleusercontent.com/a/AATXAJw2Jp0utquhGXpeQwgWFY2Wxqp48MzZIM-D1EL6=mo,"The ap is good, I've never had an issue with it. But why has it started vibrating each time I tap the number keys? It don't have that set on my phone for anything and this just started happening the last couple of days...",3,2,4.27.0.0099,2020-10-04 11:54:52,"Hi Kylee

Thanks for taking the time to provide feedback. I don't believe this is related to the ANZ App as this is usually a device setting.

In the next couple of days our latest ANZ App version will be released (4.28.0).  Can you please update to this version and let us know how you go?

Apologies for any inconvenience.

Regards
Georgie @ANZ App",2020-10-04 14:04:31,most_relevant,com.anz.android.gomoney
gp:AOqpTOHYpNhggDk0se2gQlhEZtn86Qmd7157aOkoajIwQMeufhr7QB4GbAq6txD7Uh6qP0zXJ0yqv1qcDCWuBh8,David H,https://play-lh.googleusercontent.com/a/AATXAJy1u1Bopf3uIFnP7wMEPNYwXdE8yifHxaIklNo=mo,"I have just switched over from CBA. This has a long way to go to compete. Need to be able to change your card pins, track spending in categories and set budgets.",3,0,4.17.0.0264,2019-08-22 17:49:37,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOHGdVtNDZuZxkbH34GmSdV2OQY0uZ5Y8j_rE4l8ldNwa5a5akG0k3Jt4L18GrOzXQ2qBQPIfdhzdNVqcb8,Kim Hutchings,https://play-lh.googleusercontent.com/a-/AOh14GjeGLZQ1xKi3nof6WPjFzfN417Q2z-eqVg-dYMD2w,Pay anyone payments from app do not appear in the full site versions Past Payments search. The app displays the basic info in account transactions but you cannot search Past Payments in it. Other banks monole app's are far superior. Do some work on ANZ.,3,0,4.14.0.0248,2019-05-29 11:06:57,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOF6okqeca0N6kzWXX-gxAmKJ4TgiM3IanljU6T4JcxpTYGRjv80EGcs-jERcReWXBgcRLnrnM5EAidpFx8,Tony Lohrey,https://play-lh.googleusercontent.com/a-/AOh14GiRyRzE8ZKYIX-JnJD65QBoOyx4MjtjZ5nPJ6dEEQ,There is a bug with Android 7 fingerprint recognition. The app losses focus when you use your fingerprint ie. It disappears and you have to search for it in the recent apps list.,3,2,4.7.0.0181,2018-09-19 06:02:34,"Hi Tony, Sorry to hear you're having trouble using Fingerprint. You can try disabling Fingerprint and then enabling it. If the issue persists, please email us at mobile@anz.com with the following so we can help you: mobile number, device model/operating version, screenshot(s) of error, steps to replicate the error. Regards Lana @ Mobile Banking",2018-09-19 08:27:45,most_relevant,com.anz.android.gomoney
gp:AOqpTOHenKIdEwFvi40qE5FHojQXjvMn1ddGmQqxMcRwrrXPKnaNPySjsr-6S1QYpKGS2ijb82qID6PSKyp3QJA,Adam Dando,https://play-lh.googleusercontent.com/a/AATXAJxy4J1z8ShoGgllDEYZ-xtzSu7EumSCKLlH5GZR=mo,Works fine but is limited compared with the other big banks from a functionality point. Simple things like adding a description to money transfers.,3,0,4.17.0.0264,2019-09-30 10:29:23,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOEO4X7W_8tfch6-HHEjs2WxWNj6Lc2nkecAIOaPfC8cx3IbPfGWCC2WuQWhsLQzXsG2ewDsCLgAI2wA1CM,Nicole Delaney,https://play-lh.googleusercontent.com/a-/AOh14GgK4HU8U69S56fdSTZO9xXM8R5Hfs34v5AqBtpk,"I've only been using the installation for just over a week, I mean that I'd had it on the phone for just over a week.... And I am aware of some more activity than I thought I would have found.... I need to get myself focused on trying to sort through the information contained in my account and maybe give a call to one of the numbers I have for you guys...but handy to have for my own eyes to see",3,0,4.24.1.0073,2020-06-20 03:18:30,,,most_relevant,com.anz.android.gomoney
gp:AOqpTOFUHL18iR0uA69dvNeDSDHUtKyItB5TFLS_R7SRzMbosBlErg1Ua8bBdM0cAjjFWN2Utfmj6oI-hM2t084,Glen Barton,https://play-lh.googleusercontent.com/a-/AOh14GggliFvpCCQbfGkdyJncPcWkJtvD56UW7vt1p0q,App has been great but since my phone upgraded to Android version 10 I can't access it. Keeps saying something has gone wrong.. ANZ don't worry I've fixed it. Uninstalled and then reinstalled app. Put my CRN again and now it works again.,3,2,4.25.0.0085,2020-07-16 14:30:31,"Hi Glen

Sorry to hear about your experience. Can you please provide the below details to mobile@anz.com so we can assist you:

•CRN
•Mobile number
•Device type (Brand/Model)
•IP Address (visit whatsmyip.org)
•Date and time you experienced the app issue

Thanks,
Georgie @ ANZ App",2020-07-15 05:14:11,most_relevant,com.anz.android.gomoney
gp:AOqpTOHl-YpRWNf7ma3OgbBClf128jMvYxs1oU3qL8y5v85M6e785xXtdkvfOZfVMdrs8MeZd-uAQ9MsSvz95Oo,Matt Swan,https://play-lh.googleusercontent.com/a-/AOh14GgzdL_KgMrfTZtADO4OK9Uw9uY-bwYbJqaKje03Lg,"Giving custom names to accounts doesn't link to the full browser interface. No auto grouping of expense types. Could be better, but at least it works and is quick to launch and is stable.",3,24,4.23.0.0060,2020-03-16 02:38:18,,,most_relevant,com.anz.android.gomoney
